timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow,chest
1747092080.8308766,"-61.0,0.0,0.0","-66.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092080.8819351,"-61.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092080.9334316,"-61.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092080.9834445,"-62.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.0343368,"-62.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.084464,"-62.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.1350143,"-62.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.1851847,"-61.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.2355335,"-61.0,0.0,0.0","-65.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.2857392,"-59.0,0.0,0.0","-57.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.335915,"-57.0,0.0,0.0","-55.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.3867738,"-49.0,0.0,0.0","-47.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092081.4376585,"-46.0,0.0,0.0","-40.0,0.0,0.0","0.0,0.0,0.0","8.0,0.0,0.0","0,0,0"
1747092081.4880805,"-43.0,0.0,0.0","-36.0,0.0,0.0","-24.0,0.0,0.0","7.0,0.0,0.0","0,0,0"
1747092081.5388882,"-41.0,0.0,0.0","-33.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.5896792,"-41.0,0.0,0.0","-32.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.6409507,"-40.0,0.0,0.0","-31.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.6915681,"-40.0,0.0,0.0","-31.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.7423968,"-40.0,0.0,0.0","-31.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.7924552,"-40.0,0.0,0.0","-31.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.842669,"-40.0,0.0,0.0","-31.0,0.0,0.0","-24.0,0.0,0.0","5.0,0.0,0.0","0,0,0"
1747092081.8928604,"-40.0,0.0,0.0","-32.0,0.0,0.0","-24.0,0.0,0.0","4.0,0.0,0.0","0,0,0"
1747092081.9435928,"-40.0,0.0,0.0","-32.0,0.0,0.0","-24.0,0.0,0.0","4.0,0.0,0.0","0,0,0"
1747092081.9940138,"-40.0,0.0,0.0","-32.0,0.0,0.0","-52.0,0.0,0.0","4.0,0.0,0.0","0,0,0"
1747092082.0450892,"-41.0,0.0,0.0","-32.0,0.0,0.0","-53.0,0.0,0.0","3.0,0.0,0.0","0,0,0"
1747092082.096833,"-41.0,0.0,0.0","-33.0,0.0,0.0","-53.0,0.0,0.0","3.0,0.0,0.0","0,0,0"
1747092082.1468897,"-41.0,0.0,0.0","-33.0,0.0,0.0","-53.0,0.0,0.0","3.0,0.0,0.0","0,0,0"
1747092082.1977088,"-41.0,0.0,0.0","-33.0,0.0,0.0","-53.0,0.0,0.0","3.0,0.0,0.0","0,0,0"
1747092082.2482862,"-41.0,0.0,0.0","-35.0,0.0,0.0","-54.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.2984147,"-44.0,0.0,0.0","-40.0,0.0,0.0","-57.0,0.0,0.0","-5.0,0.0,0.0","0,0,0"
1747092082.3486183,"-46.0,0.0,0.0","-42.0,0.0,0.0","0.0,0.0,0.0","-8.0,0.0,0.0","0,0,0"
1747092082.4000146,"-49.0,0.0,0.0","-47.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.4507253,"-52.0,0.0,0.0","-56.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.5008945,"-54.0,0.0,0.0","-56.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.5516212,"-58.0,0.0,0.0","-60.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.601686,"-63.0,0.0,0.0","-67.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.6518228,"-66.0,0.0,0.0","-69.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.702878,"-71.0,0.0,0.0","-73.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.7535424,"-78.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.8035867,"-83.0,0.0,0.0","-84.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.8540106,"-84.0,0.0,0.0","-88.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.9045913,"-92.0,0.0,0.0","-90.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092082.9547071,"-95.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.0192623,"-95.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.0709534,"-96.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.1230423,"-97.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.1736512,"-97.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.223712,"-98.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.2737572,"-98.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.3247643,"-98.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.3748195,"-97.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.4249961,"-98.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.4755304,"-98.0,0.0,0.0","-95.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.52581,"-98.0,0.0,0.0","-96.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.5786834,"-101.0,0.0,0.0","-99.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.629722,"-101.0,0.0,0.0","-99.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.6826797,"-104.0,0.0,0.0","-107.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.7335403,"-104.0,0.0,0.0","-107.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.7845082,"-102.0,0.0,0.0","-107.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.8351557,"-102.0,0.0,0.0","-107.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.8852928,"-95.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.9356709,"-95.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092083.9857671,"-91.0,0.0,0.0","-97.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.035833,"-78.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.0859494,"-72.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.1366208,"-71.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.1875896,"-71.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.2376034,"-71.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.2879148,"-70.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.338422,"-70.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.3888614,"-72.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.439723,"-73.0,0.0,0.0","-81.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.4905145,"-74.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.541215,"-74.0,0.0,0.0","-83.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.5920098,"-77.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.6422434,"-78.0,0.0,0.0","-87.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.692827,"-79.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.7428768,"-79.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.7929308,"-80.0,0.0,0.0","-87.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.84356,"-80.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.8946733,"-80.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.945268,"-80.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092084.9958193,"-80.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.045957,"-80.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.0977592,"-80.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.1509027,"-79.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.2011461,"-79.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.252141,"-79.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.3027303,"-79.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.3539374,"-79.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.404674,"-79.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.454876,"-78.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.5050752,"-78.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.5552104,"-77.0,0.0,0.0","-85.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.6088374,"-76.0,0.0,0.0","-84.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.6598344,"-76.0,0.0,0.0","-84.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.709848,"-76.0,0.0,0.0","-84.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.7608285,"-76.0,0.0,0.0","-84.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.8109071,"-76.0,0.0,0.0","-83.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.8609781,"-77.0,0.0,0.0","-84.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.9126775,"-83.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092085.9631307,"-87.0,0.0,0.0","-92.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.0132968,"-97.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.063563,"-100.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.1149242,"-100.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.1655178,"-100.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.2166157,"-99.0,0.0,0.0","-98.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.2667658,"-99.0,0.0,0.0","-97.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.3172765,"-98.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.3673654,"-98.0,0.0,0.0","-92.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.418082,"-98.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.4687011,"-98.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.5197916,"-98.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.5698822,"-98.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.6231365,"-97.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.6736803,"-97.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.7238307,"-97.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.7740836,"-97.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.8246467,"-97.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.8747714,"-97.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.924872,"-96.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092086.9756563,"-96.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092087.0262806,"-96.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092087.0764854,"-96.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092087.127099,"-96.0,0.0,0.0","-69.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092087.1772332,"-96.0,0.0,0.0","-56.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092087.2282038,"-96.0,0.0,0.0","-35.0,0.0,0.0","0.0,0.0,0.0","-24.0,0.0,0.0","0,0,0"
1747092087.278586,"-96.0,0.0,0.0","-33.0,0.0,0.0","0.0,0.0,0.0","-19.0,0.0,0.0","0,0,0"
1747092087.3297677,"-96.0,0.0,0.0","-20.0,0.0,0.0","0.0,0.0,0.0","2.0,0.0,0.0","0,0,0"
1747092087.3797922,"-96.0,0.0,0.0","-18.0,0.0,0.0","0.0,0.0,0.0","3.0,0.0,0.0","0,0,0"
1747092087.4301605,"-96.0,0.0,0.0","-12.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","0,0,0"
1747092087.48083,"-96.0,0.0,0.0","-12.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0","0,0,0"
1747092087.530966,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0","0,0,0"
1747092087.5817745,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0","0,0,0"
1747092087.632612,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","21.0,0.0,0.0","0,0,0"
1747092087.6826527,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","21.0,0.0,0.0","0,0,0"
1747092087.732794,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","21.0,0.0,0.0","0,0,0"
1747092087.7835515,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0","0,0,0"
1747092087.8338268,"-96.0,0.0,0.0","-10.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0","0,0,0"
1747092087.883996,"-96.0,0.0,0.0","-11.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0","0,0,0"
1747092087.9388683,"-96.0,0.0,0.0","-13.0,0.0,0.0","0.0,0.0,0.0","19.0,0.0,0.0","0,0,0"
1747092087.98976,"-96.0,0.0,0.0","-14.0,0.0,0.0","0.0,0.0,0.0","18.0,0.0,0.0","0,0,0"
1747092088.0398664,"-96.0,0.0,0.0","-15.0,0.0,0.0","0.0,0.0,0.0","18.0,0.0,0.0","0,0,0"
1747092088.0969841,"-96.0,0.0,0.0","-15.0,0.0,0.0","0.0,0.0,0.0","18.0,0.0,0.0","0,0,0"
1747092088.147071,"-96.0,0.0,0.0","-15.0,0.0,0.0","0.0,0.0,0.0","17.0,0.0,0.0","0,0,0"
1747092088.1972241,"-96.0,0.0,0.0","-15.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0","0,0,0"
1747092088.247939,"-96.0,0.0,0.0","-16.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0","0,0,0"
1747092088.2988827,"-96.0,0.0,0.0","-17.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","0,0,0"
1747092088.3498235,"-96.0,0.0,0.0","-17.0,0.0,0.0","0.0,0.0,0.0","11.0,0.0,0.0","0,0,0"
1747092088.4010148,"-96.0,0.0,0.0","-18.0,0.0,0.0","0.0,0.0,0.0","4.0,0.0,0.0","0,0,0"
1747092088.4517944,"-96.0,0.0,0.0","-19.0,0.0,0.0","0.0,0.0,0.0","-9.0,0.0,0.0","0,0,0"
1747092088.5024054,"-97.0,0.0,0.0","-34.0,0.0,0.0","0.0,0.0,0.0","-28.0,0.0,0.0","0,0,0"
1747092088.5528655,"-98.0,0.0,0.0","-50.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.6029823,"-98.0,0.0,0.0","-58.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.6538718,"-98.0,0.0,0.0","-77.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.7055964,"-98.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.757689,"-97.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.8077345,"-97.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.8599222,"-96.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.9105432,"-96.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092088.96088,"-95.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.0116813,"-95.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.06184,"-95.0,0.0,0.0","-108.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.11204,"-95.0,0.0,0.0","-108.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.1638,"-95.0,0.0,0.0","-109.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.214196,"-96.0,0.0,0.0","-109.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.2648149,"-96.0,0.0,0.0","-109.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.31484,"-96.0,0.0,0.0","-109.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.3655264,"-96.0,0.0,0.0","-106.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.4161565,"-96.0,0.0,0.0","-106.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.4671812,"-96.0,0.0,0.0","-93.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.517371,"-96.0,0.0,0.0","-86.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.5674973,"-96.0,0.0,0.0","-75.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.6181633,"-96.0,0.0,0.0","-60.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.668884,"-96.0,0.0,0.0","-46.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092089.7197878,"-96.0,0.0,0.0","-24.0,0.0,0.0","0.0,0.0,0.0","-9.0,0.0,0.0","0,0,0"
1747092089.7705793,"-96.0,0.0,0.0","-24.0,0.0,0.0","0.0,0.0,0.0","-9.0,0.0,0.0","0,0,0"
1747092089.8216276,"-96.0,0.0,0.0","-9.0,0.0,0.0","0.0,0.0,0.0","6.0,0.0,0.0","0,0,0"
1747092089.8718078,"-96.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","0,0,0"
1747092089.9238513,"-96.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","0,0,0"
1747092089.9775712,"-96.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","0,0,0"
1747092090.0298297,"-96.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","0,0,0"
1747092090.0805337,"-96.0,0.0,0.0","-19.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0","0,0,0"
1747092090.1306577,"-96.0,0.0,0.0","-19.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0","0,0,0"
1747092090.1814942,"-97.0,0.0,0.0","-41.0,0.0,0.0","0.0,0.0,0.0","-29.0,0.0,0.0","0,0,0"
1747092090.2315934,"-96.0,0.0,0.0","-50.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.2826834,"-96.0,0.0,0.0","-62.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.3329146,"-96.0,0.0,0.0","-75.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.3835351,"-97.0,0.0,0.0","-92.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.4336612,"-96.0,0.0,0.0","-94.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.48388,"-96.0,0.0,0.0","-95.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.5357568,"-96.0,0.0,0.0","-98.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.5867567,"-96.0,0.0,0.0","-98.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.638626,"-96.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.6897452,"-96.0,0.0,0.0","-100.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.7402267,"-96.0,0.0,0.0","-102.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.790609,"-96.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.841604,"-96.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.8916347,"-96.0,0.0,0.0","-106.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.9425104,"-96.0,0.0,0.0","-106.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092090.9934967,"-97.0,0.0,0.0","-106.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.0437858,"-96.0,0.0,0.0","-105.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.0940459,"-96.0,0.0,0.0","-104.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.1448638,"-97.0,0.0,0.0","-101.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.1949637,"-97.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.245617,"-96.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.2957227,"-96.0,0.0,0.0","-65.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
1747092091.345853,"-96.0,0.0,0.0","-54.0,0.0,0.0","0.0,0.0,0.0","0.0,0.0,0.0","0,0,0"
