timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow,chest
1747092274.2553103,"216.80,-512.45,755.86,3.54,-9.57,-5.61,1.05,-45.15,41.10,0.27,0.03,-0.31,0.91","524.66,525.63,603.76,-7.62,-4.76,6.89,-67.65,-3.60,38.55,0.73,0.10,-0.47,-0.48","830.57,-30.27,-246.34,2.56,-3.84,-11.10,-18.75,32.25,-10.35,0.04,-0.79,-0.02,-0.61","557.37,-422.61,561.77,-1.04,5.30,-5.00,5.55,-31.95,-4.80,0.79,-0.06,-0.44,0.42","-56.88,961.18,-130.86,1.46,-1.89,-1.40,4.95,2.10,-10.50,0.22,0.21,0.73,0.62"
1747092274.3062923,"233.64,-515.62,723.39,0.49,-13.84,-9.39,-0.15,-43.05,43.05,0.27,0.03,-0.31,0.91","535.64,477.54,580.32,-9.21,-10.12,13.60,-67.95,-2.10,37.50,0.73,0.10,-0.47,-0.48","807.86,-57.37,-224.61,6.40,-4.57,-9.21,-20.85,30.90,-9.45,0.04,-0.79,-0.02,-0.61","497.56,-413.57,523.44,-5.49,5.06,-6.40,4.65,-31.80,-4.35,0.80,-0.06,-0.43,0.41","-69.09,961.67,-136.47,2.26,-2.38,-0.98,6.30,-1.80,-10.35,0.22,0.21,0.73,0.62"
1747092274.356926,"260.99,-498.05,619.14,12.93,-42.38,-29.27,-1.05,-43.95,43.20,0.27,0.04,-0.31,0.91","502.69,458.74,474.12,-18.60,-49.88,38.41,-65.55,-3.30,36.15,0.73,0.09,-0.48,-0.48","739.50,0.98,-226.07,16.52,-13.84,-13.48,-19.35,31.65,-10.20,0.03,-0.80,-0.04,-0.60","517.33,-426.76,569.34,-2.68,19.27,-12.68,4.95,-33.30,-4.65,0.81,-0.07,-0.43,0.40","-76.66,944.09,-153.81,1.83,-1.40,-2.13,4.95,1.35,-10.50,0.22,0.20,0.73,0.61"
1747092274.4069574,"375.98,-480.23,722.66,36.22,-67.44,-36.16,-4.80,-44.55,44.10,0.30,0.11,-0.30,0.90","655.76,330.57,475.10,-57.87,-73.05,63.84,-68.55,-7.50,32.85,0.73,0.07,-0.49,-0.47","839.36,-88.87,-192.38,44.88,-26.71,-11.71,-19.50,31.50,-12.60,0.04,-0.80,-0.06,-0.59","501.22,-396.24,500.98,-22.38,61.28,-39.51,5.40,-32.55,-5.40,0.82,-0.08,-0.42,0.38","-60.79,972.90,-172.36,3.90,-6.77,-0.67,6.30,1.80,-10.35,0.22,0.20,0.73,0.61"
1747092274.4573288,"405.03,-423.83,665.28,43.41,-68.72,-40.12,-5.25,-44.85,47.10,0.30,0.11,-0.30,0.90","680.91,360.60,469.73,-37.74,-78.35,74.45,-67.95,-10.65,29.85,0.73,0.01,-0.51,-0.46","852.29,-107.91,-288.57,44.70,-24.82,-4.76,-17.70,32.25,-14.40,0.06,-0.81,-0.08,-0.58","339.36,-445.80,482.67,-23.05,53.11,-50.37,6.30,-31.95,-4.05,0.85,-0.10,-0.40,0.34","-55.91,972.66,-156.74,8.29,-11.77,-0.37,6.00,1.05,-10.65,0.22,0.20,0.73,0.61"
1747092274.507516,"616.70,-412.60,648.44,45.12,-80.79,-41.22,-7.80,-41.55,46.65,0.32,0.16,-0.29,0.89","804.20,234.86,466.55,-38.48,-107.38,65.55,-67.20,-13.50,25.65,0.72,-0.05,-0.54,-0.44","925.05,-64.70,-334.23,57.07,-25.00,-12.38,-18.75,31.50,-12.90,0.06,-0.81,-0.08,-0.58","627.93,-442.38,567.14,-12.26,22.93,-52.13,4.35,-33.30,-4.95,0.85,-0.10,-0.40,0.34","-144.29,937.99,-154.30,7.20,-3.23,-1.28,6.15,-0.90,-10.05,0.22,0.20,0.74,0.61"
1747092274.5581036,"526.61,-360.60,580.32,76.65,-91.34,-40.55,-13.35,-40.20,49.05,0.32,0.22,-0.27,0.88","803.47,343.02,417.73,-56.83,-81.34,81.89,-67.95,-15.45,22.80,0.72,-0.05,-0.54,-0.44","820.31,-12.45,-319.58,79.33,-36.46,-20.98,-17.40,30.15,-16.35,0.08,-0.81,-0.11,-0.56","473.88,-331.06,551.02,-70.49,42.74,-84.27,4.35,-33.30,-7.80,0.87,-0.10,-0.39,0.30","-52.98,970.70,-204.83,8.72,-3.17,-1.58,6.15,-0.15,-9.75,0.22,0.20,0.74,0.61"
1747092274.6081333,"677.49,-282.23,678.47,79.82,-97.87,-41.95,-14.40,-37.95,50.10,0.32,0.22,-0.27,0.88","818.12,68.36,288.09,-65.98,-79.76,88.60,-66.75,-17.70,20.10,0.70,-0.12,-0.56,-0.42","902.10,-59.08,-242.43,82.68,-31.83,-22.80,-17.40,29.25,-18.60,0.08,-0.81,-0.11,-0.56","584.23,-494.87,575.44,-89.45,24.15,-83.54,3.90,-35.10,-7.05,0.87,-0.10,-0.39,0.30","-67.63,949.95,-240.48,8.60,-2.50,-1.89,5.55,0.30,-9.90,0.22,0.20,0.74,0.61"
1747092274.6583,"881.59,-168.94,514.40,80.31,-95.79,-43.48,-18.45,-32.55,50.40,0.32,0.29,-0.24,0.87","891.60,141.60,240.48,-70.67,-100.43,80.43,-64.20,-21.15,13.05,0.68,-0.19,-0.58,-0.39","1065.67,18.07,-329.59,96.89,-0.79,-41.10,-15.00,28.35,-21.30,0.12,-0.82,-0.15,-0.54","599.85,-346.44,605.23,-106.71,47.80,-107.68,-0.15,-35.85,-11.55,0.88,-0.13,-0.38,0.23","-118.16,947.75,-217.77,10.30,11.83,-3.05,5.40,1.35,-10.80,0.21,0.20,0.74,0.60"
1747092274.7088983,"881.59,-168.94,514.40,80.31,-95.79,-43.48,-18.45,-32.55,50.40,0.32,0.29,-0.24,0.87","891.60,141.60,240.48,-70.67,-100.43,80.43,-64.20,-21.15,13.05,0.68,-0.19,-0.58,-0.39","1065.67,18.07,-329.59,96.89,-0.79,-41.10,-15.00,28.35,-21.30,0.12,-0.82,-0.15,-0.54","599.85,-346.44,605.23,-106.71,47.80,-107.68,-0.15,-35.85,-11.55,0.88,-0.13,-0.38,0.23","-118.16,947.75,-217.77,10.30,11.83,-3.05,5.40,1.35,-10.80,0.21,0.20,0.74,0.60"
1747092274.7590225,"771.73,-98.39,628.17,100.55,-106.34,-30.12,-24.60,-27.30,52.20,0.31,0.36,-0.21,0.85","1067.14,-21.73,283.94,-100.00,-80.37,80.79,-61.95,-23.55,6.30,0.66,-0.28,-0.60,-0.37","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","717.28,-627.20,545.65,-175.61,49.76,-128.35,-2.55,-39.15,-19.65,0.90,-0.16,-0.39,0.15","-60.55,977.78,-124.76,14.27,9.15,-4.45,6.15,-1.35,-13.05,0.21,0.19,0.75,0.60"
1747092274.8091836,"966.31,-81.06,563.97,84.45,-91.10,-26.77,-30.45,-21.15,52.65,0.29,0.44,-0.17,0.83","1083.01,-144.53,242.92,-13.72,-93.29,51.28,-59.85,-26.10,0.00,0.63,-0.35,-0.60,-0.35","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","704.10,-683.59,588.13,-183.90,39.88,-103.60,-9.60,-40.65,-27.75,0.89,-0.23,-0.38,0.03","-65.67,927.98,-208.98,14.63,4.39,-0.49,5.25,-1.50,-12.45,0.20,0.19,0.76,0.59"
1747092274.8600311,"1006.59,109.62,532.23,55.79,-80.67,-28.60,-34.20,-15.30,49.20,0.27,0.50,-0.14,0.81","1177.25,-288.33,67.87,28.17,-70.06,53.05,-57.15,-27.00,-3.90,0.61,-0.39,-0.61,-0.32","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","941.41,-702.15,612.79,-84.39,-22.62,-99.33,-13.05,-39.15,-35.40,0.87,-0.31,-0.38,-0.08","-53.95,977.05,-218.26,18.41,2.01,-4.39,5.55,-1.05,-13.20,0.20,0.19,0.77,0.58"
1747092274.9101732,"1004.88,117.92,396.24,47.62,-78.11,-31.71,-36.45,-14.10,45.60,0.26,0.55,-0.11,0.78","1097.41,-155.76,42.24,42.20,-53.11,34.57,-54.30,-29.85,-5.70,0.61,-0.39,-0.61,-0.32","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","880.37,-666.75,566.16,-26.10,-39.39,-84.21,-14.55,-37.20,-37.05,0.84,-0.35,-0.39,-0.16","-137.69,937.50,-265.87,13.54,4.63,-1.46,5.70,-2.10,-14.25,0.20,0.19,0.77,0.58"
1747092274.9608636,"1067.14,113.77,345.95,29.70,-70.31,-36.28,-37.05,-13.20,45.45,0.26,0.55,-0.11,0.78","1030.52,-216.80,-27.83,43.78,-43.78,30.85,-52.80,-32.55,-4.35,0.60,-0.41,-0.63,-0.27","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","945.07,-570.80,577.39,-0.49,-44.27,-60.55,-17.10,-35.55,-39.75,0.81,-0.34,-0.43,-0.20","-89.60,918.70,-241.70,11.52,11.10,-2.74,7.05,-2.25,-14.40,0.20,0.19,0.77,0.57"
1747092275.0110562,"1084.72,59.33,327.15,-0.85,-57.50,-24.09,-40.95,-10.20,41.85,0.27,0.59,-0.10,0.75","1008.30,-195.07,-75.44,53.90,-37.20,14.27,-51.60,-34.20,-4.50,0.60,-0.41,-0.65,-0.23","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","892.09,-488.52,477.30,30.43,-42.13,-18.23,-18.15,-34.50,-40.05,0.80,-0.33,-0.46,-0.21","-42.73,940.67,-291.50,7.01,4.76,-1.58,7.35,-2.40,-15.30,0.19,0.19,0.78,0.57"
1747092275.0611897,"1061.52,51.02,289.31,-11.52,-53.05,-18.60,-42.30,-10.35,40.20,0.28,0.62,-0.11,0.72","987.30,-208.25,-87.89,52.13,-33.41,16.22,-51.30,-34.95,-4.50,0.60,-0.41,-0.65,-0.23","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","894.04,-461.18,459.96,38.05,-41.65,-8.29,-17.10,-33.00,-40.05,0.80,-0.33,-0.46,-0.21","-35.89,939.21,-298.10,6.77,-0.37,-1.22,6.00,-3.00,-17.40,0.19,0.19,0.78,0.57"
1747092275.1118515,"1001.71,157.72,163.09,-20.00,-51.95,-15.43,-44.85,-10.35,38.40,0.30,0.64,-0.13,0.69","965.82,-223.15,-120.61,43.66,-23.90,13.17,-47.85,-37.65,-5.40,0.60,-0.40,-0.67,-0.20","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","903.56,-468.75,384.03,48.41,-37.20,28.11,-18.45,-33.30,-40.20,0.79,-0.32,-0.48,-0.19","-113.28,927.49,-288.33,5.49,-4.57,-1.58,5.25,-1.50,-15.45,0.19,0.19,0.78,0.57"
1747092275.1625304,"1008.06,153.81,138.18,-40.67,-47.38,-15.67,-44.85,-10.35,37.95,0.30,0.64,-0.13,0.69","960.94,-243.90,-128.42,31.65,-18.29,8.96,-48.60,-39.15,-2.85,0.60,-0.39,-0.68,-0.16","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","923.83,-427.73,344.97,60.43,-36.40,47.87,-17.70,-34.35,-39.90,0.80,-0.31,-0.50,-0.15","-94.48,929.44,-285.40,6.34,-2.32,-1.46,6.75,-2.70,-17.70,0.19,0.19,0.78,0.56"
1747092275.213502,"1003.42,115.48,118.65,-29.27,-41.71,-13.96,-46.20,-11.10,35.85,0.32,0.65,-0.15,0.67","931.64,-266.85,-134.03,27.13,-15.37,8.41,-48.90,-39.45,-3.60,0.60,-0.38,-0.69,-0.14","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","909.18,-417.24,348.88,61.16,-32.99,57.99,-15.90,-36.90,-38.55,0.80,-0.31,-0.50,-0.15","-72.27,932.86,-300.54,8.60,-5.43,-1.16,5.70,-3.30,-16.80,0.20,0.20,0.78,0.56"
1747092275.2638185,"975.59,162.11,95.70,-28.84,-34.21,-10.49,-46.20,-12.60,37.65,0.32,0.65,-0.15,0.67","930.66,-297.36,-133.06,17.32,-10.00,9.63,-48.45,-40.05,-2.70,0.60,-0.38,-0.69,-0.14","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","892.09,-422.85,323.24,54.39,-27.74,62.44,-15.60,-37.95,-36.45,0.80,-0.30,-0.51,-0.10","-80.81,917.48,-296.88,8.72,-7.44,-0.98,6.90,-3.60,-17.55,0.20,0.20,0.78,0.56"
1747092275.3147144,"1002.44,165.04,73.24,-26.22,-22.80,-9.33,-47.10,-12.90,34.95,0.33,0.67,-0.16,0.65","888.18,-352.78,-122.56,14.15,-8.05,12.99,-48.45,-41.85,-2.40,0.60,-0.37,-0.69,-0.13","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","868.90,-354.74,383.79,55.12,-21.34,53.54,-12.45,-39.90,-35.40,0.80,-0.30,-0.51,-0.05","-90.33,921.39,-317.87,8.17,-7.32,-0.61,6.60,-6.00,-19.05,0.20,0.20,0.79,0.55"
1747092275.3661573,"998.05,184.81,47.36,-26.95,-19.51,-8.35,-47.40,-12.30,35.10,0.34,0.67,-0.18,0.63","895.26,-360.60,-116.70,16.65,-6.83,12.62,-47.25,-41.10,-2.70,0.60,-0.37,-0.70,-0.12","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","865.23,-334.47,430.91,53.05,-16.77,47.01,-12.45,-38.40,-34.65,0.80,-0.30,-0.51,-0.05","-92.53,928.47,-302.00,8.66,-6.04,-0.55,5.55,-2.70,-16.20,0.20,0.20,0.79,0.55"
1747092275.416213,"985.60,196.29,50.54,-30.55,-15.06,-6.83,-48.30,-12.15,34.65,0.34,0.67,-0.18,0.63","913.09,-350.59,-100.10,19.15,-3.48,12.87,-48.00,-40.05,-3.15,0.60,-0.37,-0.70,-0.12","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","877.93,-277.34,445.07,56.65,-15.79,37.87,-11.40,-40.65,-34.65,0.81,-0.29,-0.51,-0.01","-93.51,928.96,-316.65,8.72,-6.04,-0.61,7.65,-3.60,-16.35,0.20,0.20,0.79,0.55"
1747092275.4669423,"966.80,218.02,58.59,-35.24,5.18,-9.15,-49.20,-13.80,33.60,0.36,0.67,-0.19,0.62","913.82,-343.75,-109.86,15.12,10.30,8.54,-46.05,-44.70,-1.80,0.61,-0.37,-0.70,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","877.44,-296.63,353.76,38.17,-10.37,-0.18,-10.80,-40.05,-33.15,0.81,-0.27,-0.52,0.01","-109.13,917.97,-324.71,10.43,-3.84,-1.16,6.30,-3.45,-16.20,0.21,0.21,0.79,0.54"
1747092275.5179975,"949.46,213.38,7.81,-35.98,9.63,-7.38,-46.80,-13.95,34.95,0.38,0.66,-0.20,0.62","892.58,-369.63,-134.03,8.84,7.74,5.49,-45.75,-42.00,-0.75,0.61,-0.37,-0.69,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","845.22,-406.98,325.93,5.79,4.82,-22.38,-12.00,-39.45,-29.10,0.82,-0.25,-0.52,0.01","-95.70,900.63,-348.14,10.73,-2.68,-0.55,6.75,-3.45,-15.90,0.21,0.21,0.79,0.53"
1747092275.5681176,"969.73,207.03,35.40,-23.90,11.10,-6.40,-47.40,-14.55,36.15,0.40,0.65,-0.20,0.62","894.53,-373.05,-111.33,-5.30,11.52,10.85,-48.00,-42.60,0.60,0.62,-0.37,-0.69,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","852.78,-431.15,340.33,4.08,4.15,-28.96,-12.60,-37.80,-29.55,0.82,-0.24,-0.52,-0.00","-100.34,905.27,-347.41,7.13,-1.10,-0.49,7.05,-5.70,-18.00,0.21,0.21,0.80,0.53"
1747092275.6189737,"968.75,191.41,53.22,-14.76,11.10,-3.05,-47.70,-15.30,36.15,0.41,0.64,-0.21,0.61","912.60,-383.79,-99.12,-2.44,9.39,7.93,-45.75,-44.70,-0.75,0.62,-0.37,-0.68,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","880.37,-394.53,347.90,10.91,0.30,-23.78,-13.50,-39.15,-31.50,0.82,-0.24,-0.52,-0.00","-94.48,893.31,-363.52,5.85,-2.68,0.49,4.95,-5.55,-17.55,0.21,0.21,0.80,0.52"
1747092275.669351,"971.68,188.23,70.80,-7.62,13.17,1.46,-46.65,-16.80,37.65,0.41,0.64,-0.21,0.61","908.69,-375.98,-90.82,0.12,7.32,4.76,-46.65,-44.85,-1.05,0.62,-0.37,-0.68,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","871.83,-421.63,364.50,7.74,1.46,-18.78,-14.55,-36.90,-29.10,0.82,-0.23,-0.53,-0.01","-102.30,898.93,-359.86,5.24,-4.02,1.10,6.75,-5.70,-18.75,0.21,0.21,0.80,0.52"
1747092275.7199366,"975.10,188.97,73.97,-4.88,13.96,3.11,-46.05,-16.65,36.75,0.41,0.63,-0.21,0.62","908.94,-362.06,-96.19,-0.24,7.80,3.42,-46.35,-43.20,-1.80,0.62,-0.38,-0.68,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","874.27,-409.67,354.98,7.13,0.92,-16.04,-13.65,-39.00,-28.95,0.82,-0.23,-0.53,-0.01","-100.34,906.25,-354.00,3.90,-3.96,0.92,6.30,-4.20,-18.45,0.21,0.22,0.80,0.52"
1747092275.7782872,"968.75,180.42,81.06,2.26,16.10,3.72,-46.05,-16.65,38.85,0.41,0.63,-0.21,0.63","903.08,-371.83,-90.09,-7.87,8.78,0.30,-46.65,-44.40,0.00,0.63,-0.38,-0.67,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","863.52,-407.96,367.68,-3.17,6.52,-4.39,-13.50,-37.95,-29.10,0.82,-0.22,-0.53,-0.02","-115.23,899.66,-352.78,2.07,-1.22,0.85,8.10,-5.25,-17.10,0.21,0.22,0.80,0.52"
1747092275.8289208,"967.77,196.29,86.91,6.40,16.46,3.11,-46.80,-16.95,39.30,0.41,0.63,-0.21,0.63","899.41,-397.46,-82.28,-8.17,8.66,-0.06,-46.80,-43.20,-0.45,0.63,-0.38,-0.67,-0.10","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","851.56,-411.38,371.34,-7.56,8.48,0.00,-14.40,-39.00,-30.30,0.82,-0.22,-0.53,-0.02","-114.75,907.23,-366.94,1.95,0.67,0.61,7.35,-4.05,-17.55,0.21,0.22,0.80,0.52"
1747092275.8791432,"958.25,212.16,98.63,11.28,13.60,1.77,-44.55,-16.65,40.35,0.41,0.62,-0.20,0.63","887.70,-411.38,-80.57,-0.79,5.00,0.55,-48.45,-42.60,-1.65,0.63,-0.38,-0.67,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","830.57,-414.31,381.84,-2.62,5.61,2.44,-14.70,-37.80,-29.25,0.82,-0.22,-0.52,-0.02","-106.69,899.66,-374.27,2.26,1.40,0.37,6.60,-5.25,-17.10,0.21,0.22,0.80,0.52"
1747092275.9300225,"949.46,224.61,111.08,10.12,10.55,0.85,-44.85,-16.50,39.15,0.41,0.62,-0.20,0.64","888.43,-412.35,-71.53,0.61,4.02,0.55,-46.95,-42.30,-1.05,0.63,-0.38,-0.67,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","840.58,-409.42,390.62,-2.01,5.79,1.89,-14.40,-37.50,-30.00,0.82,-0.22,-0.52,-0.02","-108.40,888.67,-371.09,1.77,2.19,1.10,6.15,-5.55,-17.85,0.21,0.22,0.80,0.52"
1747092275.9812508,"942.87,239.01,110.60,6.52,4.88,-0.37,-45.45,-16.05,39.75,0.41,0.62,-0.19,0.65","898.19,-395.02,-71.29,3.60,4.51,2.50,-46.65,-42.30,1.05,0.63,-0.38,-0.67,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","862.30,-395.51,398.44,0.49,4.88,2.13,-12.90,-37.80,-30.00,0.82,-0.23,-0.52,-0.03","-102.05,899.66,-386.23,0.49,1.16,0.98,6.30,-5.70,-17.40,0.21,0.22,0.80,0.52"
1747092276.0369186,"953.61,211.91,98.14,10.55,1.40,-2.74,-44.10,-16.05,38.70,0.40,0.62,-0.19,0.65","919.43,-369.14,-59.57,2.81,4.27,1.89,-46.05,-43.50,0.15,0.63,-0.38,-0.67,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","850.34,-387.94,410.40,-2.81,7.26,4.27,-15.60,-37.20,-29.10,0.83,-0.23,-0.52,-0.02","-101.81,892.82,-380.37,-0.49,0.61,1.46,6.60,-4.35,-18.30,0.21,0.22,0.80,0.52"
1747092276.0880804,"982.42,170.90,100.10,35.30,2.62,-4.70,-44.10,-16.05,39.45,0.40,0.62,-0.19,0.65","927.25,-329.59,-75.44,-1.04,11.16,-1.89,-46.35,-42.75,-0.15,0.63,-0.38,-0.67,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","877.20,-335.69,488.04,-10.98,14.33,6.95,-12.30,-37.50,-29.25,0.83,-0.23,-0.51,-0.02","-102.78,892.82,-372.07,-0.98,0.92,1.71,7.05,-5.70,-18.75,0.21,0.22,0.80,0.52"
1747092276.1381629,"1009.03,180.91,196.04,77.32,15.49,-7.56,-44.85,-13.05,38.70,0.40,0.62,-0.18,0.65","991.21,-288.09,-27.59,-30.55,34.51,-1.16,-45.90,-43.35,0.30,0.64,-0.38,-0.66,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","933.35,-260.25,651.86,-45.79,50.37,4.39,-13.35,-38.55,-30.00,0.83,-0.24,-0.50,-0.03","-96.92,897.71,-384.28,2.32,-3.48,1.58,5.25,-4.95,-18.00,0.21,0.23,0.80,0.52"
1747092276.1882336,"1015.14,227.78,253.42,85.24,27.68,-7.68,-44.25,-10.50,38.25,0.37,0.64,-0.14,0.66","1009.77,-258.55,36.38,-54.51,47.20,4.57,-46.65,-41.85,-0.30,0.64,-0.38,-0.66,-0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","923.58,-216.55,679.44,-59.21,64.27,3.29,-12.30,-36.30,-27.90,0.83,-0.24,-0.50,-0.03","-96.44,891.85,-372.56,-1.10,-3.11,1.77,7.65,-4.05,-19.35,0.21,0.23,0.80,0.52"
1747092276.2390416,"989.50,325.19,329.10,45.00,59.70,-3.42,-42.45,-6.75,39.60,0.35,0.63,-0.10,0.68","997.56,-410.16,137.45,-51.52,77.38,-2.13,-48.00,-41.10,0.00,0.65,-0.38,-0.65,-0.13","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","860.60,-182.86,883.79,-28.29,85.73,-8.17,-12.75,-38.40,-31.50,0.84,-0.27,-0.46,-0.06","-83.98,895.75,-397.46,-1.46,-0.49,0.98,7.05,-4.95,-17.70,0.21,0.23,0.80,0.52"
1747092276.2894354,"991.70,318.12,354.74,1.77,78.42,-8.54,-40.95,-7.20,40.35,0.35,0.63,-0.10,0.68","994.87,-420.41,184.33,-6.16,93.29,-10.18,-50.70,-39.45,-0.45,0.66,-0.40,-0.61,-0.17","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","854.25,-227.78,934.81,7.80,88.78,-30.85,-13.95,-38.25,-29.25,0.86,-0.28,-0.42,-0.09","-89.36,909.18,-378.42,2.07,-2.62,0.98,5.55,-5.40,-16.95,0.21,0.23,0.80,0.52"
1747092276.340324,"1016.36,247.07,381.84,13.23,95.37,-13.72,-38.40,-6.00,41.10,0.37,0.60,-0.09,0.70","1058.84,-327.15,241.94,-24.63,116.65,-0.85,-52.35,-38.55,1.05,0.69,-0.39,-0.57,-0.21","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","928.96,-223.63,914.06,15.91,107.32,-59.94,-12.60,-36.75,-27.90,0.86,-0.28,-0.42,-0.09","-110.60,885.74,-388.18,2.50,-2.68,1.04,6.75,-5.40,-17.40,0.21,0.23,0.80,0.51"
1747092276.391068,"1001.95,201.90,414.55,40.91,108.72,-14.02,-37.35,-7.20,43.20,0.37,0.60,-0.09,0.70","1065.67,-328.61,239.01,-44.02,134.33,7.99,-52.50,-40.95,3.30,0.69,-0.39,-0.57,-0.21","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","944.82,-251.71,931.88,25.00,113.48,-72.26,-13.65,-37.80,-25.80,0.88,-0.25,-0.37,-0.12","-104.49,891.36,-394.77,3.23,-1.28,0.92,7.35,-5.55,-17.55,0.21,0.23,0.80,0.51"
1747092276.4413,"952.64,408.45,436.77,79.82,131.04,-27.44,-32.40,-2.40,45.15,0.36,0.56,-0.05,0.74","1017.58,-490.72,387.21,-42.44,152.74,17.38,-56.40,-38.40,6.45,0.72,-0.39,-0.51,-0.25","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","915.53,-326.42,940.92,24.27,130.61,-93.66,-15.15,-35.10,-22.05,0.91,-0.21,-0.32,-0.18","-106.20,885.74,-405.52,3.17,0.61,1.28,6.60,-5.25,-16.80,0.21,0.23,0.80,0.51"
1747092276.4919534,"909.67,429.69,503.42,43.11,131.65,-34.02,-29.10,-0.15,46.35,0.35,0.52,0.03,0.78","966.06,-443.12,423.83,1.16,148.90,13.23,-56.10,-39.15,9.90,0.77,-0.38,-0.43,-0.29","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","951.66,-268.80,973.39,31.95,130.91,-98.17,-15.90,-32.10,-15.75,0.91,-0.21,-0.32,-0.18","-94.97,887.45,-404.79,2.93,0.67,0.67,6.00,-4.65,-18.45,0.21,0.23,0.80,0.51"
1747092276.5423675,"821.53,401.37,547.12,19.33,128.72,-32.38,-23.70,4.35,48.15,0.35,0.46,0.08,0.81","848.14,-408.94,524.41,-10.98,160.31,14.21,-57.45,-39.90,15.60,0.81,-0.35,-0.36,-0.31","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","823.00,-274.90,970.95,29.33,139.82,-86.52,-17.70,-27.30,-12.30,0.92,-0.16,-0.26,-0.25","-82.03,885.74,-405.27,0.79,3.17,-0.37,5.55,-5.40,-17.70,0.21,0.23,0.80,0.51"
