timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow,chest
1747092150.6369696,"70.07,1312.26,331.06,4.94,-3.54,-72.13,4.95,20.10,12.90,0.74,0.61,0.13,0.25","145.51,-1179.44,717.77,46.34,14.15,71.46,-45.15,-49.65,19.20,0.80,-0.47,0.13,-0.36","-1342.29,123.29,-682.37,-8.05,-23.90,37.32,31.35,34.95,-14.40,0.02,-0.86,0.06,0.51","-874.27,1032.23,-7.08,5.49,21.65,24.51,41.40,18.75,-55.80,0.49,0.01,0.68,0.54","-93.51,885.01,-395.51,-3.54,0.67,1.22,5.70,-6.00,-19.80,0.21,0.24,0.81,0.50"
1747092150.6877267,"37.60,1072.51,266.60,4.21,0.49,-119.88,9.00,17.40,13.65,0.75,0.61,0.16,0.21","47.12,-1007.08,731.93,41.77,35.67,116.77,-41.10,-52.05,22.20,0.83,-0.43,0.16,-0.32","-1211.18,-5.62,-384.03,0.24,-24.88,24.27,31.05,36.90,-13.65,0.01,-0.85,0.08,0.52","-808.11,919.19,-51.02,-12.44,22.87,-4.45,41.55,18.90,-57.30,0.46,-0.01,0.69,0.56","-112.06,864.26,-423.58,-1.95,-1.89,-0.37,5.40,-6.75,-20.55,0.21,0.24,0.81,0.50"
1747092150.738274,"-0.49,1126.22,283.45,-8.17,-7.20,-132.50,11.85,15.45,13.95,0.76,0.60,0.21,0.16","6.10,-968.02,684.81,48.29,40.43,116.34,-39.00,-53.10,21.15,0.83,-0.43,0.16,-0.32","-1023.93,27.10,-374.76,17.07,-13.23,25.79,31.35,37.95,-12.60,0.00,-0.84,0.10,0.53","-810.55,834.47,-45.17,-12.62,20.73,-14.02,40.20,20.40,-56.70,0.46,-0.01,0.69,0.56","-129.15,878.42,-406.49,-0.92,4.27,0.37,7.50,-6.90,-19.95,0.21,0.24,0.81,0.50"
1747092150.7883153,"-8.30,1073.97,218.51,-12.32,-13.41,-142.38,12.45,15.30,13.50,0.76,0.60,0.21,0.16","-79.83,-812.50,687.50,40.91,45.55,127.44,-35.70,-54.15,24.30,0.86,-0.39,0.20,-0.28","-893.07,20.75,-470.95,33.29,-4.76,27.80,32.55,39.15,-14.40,0.00,-0.84,0.10,0.53","-812.01,786.13,-54.93,4.39,16.77,-22.07,39.90,19.95,-57.75,0.46,-0.01,0.69,0.56","-96.68,880.62,-446.29,-0.73,4.21,-0.43,6.30,-6.15,-18.75,0.21,0.24,0.81,0.50"
1747092150.839152,"-106.93,897.46,301.27,-8.90,-16.95,-134.33,15.30,7.65,13.80,0.78,0.57,0.25,0.09","-182.62,-918.21,665.04,46.28,47.74,130.55,-31.50,-54.90,25.05,0.86,-0.39,0.20,-0.28","-978.03,-32.23,-267.82,1.71,-45.61,3.11,30.30,37.65,-13.65,0.01,-0.83,0.12,0.54","-695.31,682.62,25.88,-0.30,1.95,-45.91,41.70,19.05,-58.65,0.45,-0.03,0.69,0.56","-104.25,892.82,-409.42,-2.50,3.60,-1.89,6.00,-6.60,-19.95,0.20,0.24,0.81,0.50"
1747092150.8892696,"-238.77,834.96,255.37,-5.55,-2.26,-141.46,19.05,2.40,14.25,0.78,0.56,0.29,0.02","-295.17,-643.55,720.95,41.46,35.91,128.11,-24.00,-53.85,26.10,0.88,-0.34,0.24,-0.23","-927.00,88.38,-288.33,-11.65,-25.79,-24.88,32.85,38.85,-12.15,0.01,-0.82,0.11,0.55","-703.12,512.70,-40.77,0.92,6.95,-66.28,42.75,17.25,-58.95,0.46,-0.06,0.69,0.55","-86.67,865.97,-408.69,-0.92,1.28,-2.87,6.30,-6.90,-19.50,0.20,0.23,0.81,0.50"
1747092150.9394758,"-411.13,716.31,218.02,8.66,-15.73,-146.95,21.15,-6.90,14.85,0.78,0.52,0.33,-0.05","-459.96,-492.19,677.73,24.51,43.72,128.72,-18.45,-53.25,30.45,0.90,-0.29,0.28,-0.17","-781.98,49.07,-327.88,-10.49,-50.43,-45.55,33.45,37.50,-10.20,0.03,-0.81,0.10,0.57","-673.58,425.54,13.67,15.18,-16.22,-81.77,42.15,11.70,-59.25,0.48,-0.09,0.69,0.53","-81.54,882.08,-431.40,-1.22,2.62,-0.55,4.65,-7.05,-20.55,0.20,0.23,0.81,0.50"
1747092150.990209,"-505.86,771.97,259.03,-2.50,-15.85,-139.57,22.80,-9.75,15.45,0.78,0.52,0.33,-0.05","-531.74,-653.32,710.94,53.84,29.27,116.16,-15.30,-52.95,31.95,0.91,-0.24,0.32,-0.12","-908.69,30.52,-278.08,-7.01,-72.13,-55.06,33.60,36.45,-9.60,0.03,-0.81,0.10,0.57","-530.03,498.29,35.65,24.88,-15.18,-83.29,41.70,11.40,-60.00,0.48,-0.09,0.69,0.53","-95.46,869.87,-413.33,-1.28,-1.10,1.34,6.30,-5.40,-20.25,0.20,0.23,0.81,0.50"
1747092151.0409415,"-596.68,497.07,314.45,-8.66,-16.77,-131.04,22.05,-16.20,15.75,0.78,0.49,0.37,-0.11","-488.52,-268.80,726.81,28.72,18.48,110.92,-12.90,-48.75,33.15,0.91,-0.24,0.32,-0.12","-814.45,-110.84,-217.77,-28.29,-86.65,-61.04,36.30,35.25,-8.55,0.05,-0.79,0.07,0.60","-662.84,349.61,-49.07,46.77,-23.90,-94.21,41.40,7.35,-57.60,0.52,-0.11,0.69,0.50","-68.85,868.65,-443.36,-1.34,-1.71,1.83,5.40,-3.60,-20.85,0.20,0.23,0.81,0.50"
1747092151.0910897,"-703.86,532.72,349.37,-13.84,-15.61,-122.38,25.20,-22.95,17.40,0.78,0.45,0.41,-0.17","-649.90,-317.87,640.62,31.83,8.66,106.34,-7.65,-46.80,33.15,0.92,-0.19,0.34,-0.07","-668.70,-136.96,-96.68,-29.57,-60.18,-42.20,39.60,33.75,-2.70,0.06,-0.76,0.03,0.65","-702.39,365.72,-47.85,44.39,-35.73,-115.67,42.15,-1.35,-58.20,0.56,-0.13,0.69,0.45","-90.58,869.38,-433.84,1.40,-4.45,4.08,6.15,-6.30,-21.60,0.20,0.24,0.81,0.50"
1747092151.1416585,"-681.88,285.89,359.62,-11.65,-33.35,-97.50,22.95,-29.70,17.85,0.77,0.41,0.43,-0.22","-598.88,-169.92,738.04,26.52,15.79,93.60,-5.25,-43.65,33.75,0.92,-0.15,0.36,-0.01","-874.76,-166.26,-63.48,3.78,-77.13,-34.45,39.60,34.50,-0.15,0.06,-0.76,0.03,0.65","-711.67,196.53,50.05,59.88,-39.70,-105.61,42.60,-4.50,-58.35,0.60,-0.16,0.68,0.40","-115.72,874.27,-389.65,1.34,-6.83,2.26,6.60,-7.95,-18.60,0.20,0.24,0.81,0.50"
1747092151.192539,"-830.32,413.57,346.44,-11.59,-23.05,-92.19,22.80,-32.55,21.60,0.77,0.41,0.43,-0.22","-691.41,-46.88,693.36,5.55,1.16,78.42,-3.00,-42.45,34.95,0.92,-0.11,0.38,0.03","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-796.39,94.48,56.64,42.44,-23.54,-84.76,42.15,-9.45,-54.45,0.60,-0.16,0.68,0.40","-83.98,875.00,-427.98,-1.28,3.23,2.19,5.55,-6.90,-19.20,0.20,0.24,0.81,0.50"
1747092151.2431147,"-870.61,322.27,304.69,-30.30,-24.51,-72.74,21.75,-37.95,20.85,0.77,0.38,0.44,-0.27","-771.73,-225.10,767.09,25.98,10.73,49.82,-0.45,-39.45,35.25,0.92,-0.09,0.39,0.06","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-940.67,61.03,43.70,64.76,-35.79,-41.16,42.15,-14.70,-53.40,0.64,-0.17,0.67,0.34","-59.57,880.62,-428.47,0.12,-0.49,-2.68,6.30,-6.60,-21.00,0.20,0.24,0.81,0.50"
1747092151.2939343,"-819.82,-17.58,409.91,1.83,-12.13,-46.83,19.05,-39.60,22.05,0.77,0.34,0.45,-0.30","-709.47,-109.62,782.72,46.65,-0.67,51.04,0.75,-38.40,37.05,0.92,-0.09,0.39,0.06","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-900.39,122.80,166.99,65.98,-26.28,-35.24,41.70,-17.55,-50.85,0.67,-0.16,0.66,0.30","-72.75,913.82,-394.04,3.35,-2.26,-10.98,6.75,-6.60,-19.50,0.20,0.24,0.81,0.50"
1747092151.3442273,"-846.19,263.43,393.56,-0.06,-10.85,-34.76,18.15,-42.00,23.70,0.76,0.33,0.45,-0.33","-763.67,-23.68,781.98,20.12,5.92,56.71,2.25,-37.20,36.60,0.92,-0.06,0.39,0.08","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-952.88,190.43,108.64,55.73,-15.91,-21.95,40.50,-18.15,-48.60,0.69,-0.15,0.66,0.28","-100.83,829.83,-420.65,4.70,-3.11,-9.33,5.40,-7.05,-19.35,0.21,0.24,0.81,0.49"
1747092151.3949778,"-827.15,101.81,516.60,-10.85,-11.77,-24.33,18.45,-42.90,23.40,0.76,0.33,0.45,-0.33","-774.66,-93.99,696.53,7.99,3.48,62.07,2.85,-35.25,37.50,0.91,-0.03,0.39,0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-951.17,195.31,188.23,30.98,5.92,-30.79,41.70,-20.55,-47.70,0.69,-0.15,0.66,0.28","-137.69,872.80,-413.57,-0.18,0.00,-10.30,7.35,-7.95,-18.60,0.21,0.24,0.81,0.49"
1747092151.445258,"-900.88,27.59,475.10,-22.01,-14.45,-25.43,16.05,-44.55,24.60,0.76,0.31,0.45,-0.34","-698.49,95.95,822.51,10.91,10.00,36.59,5.25,-33.75,39.00,0.91,-0.01,0.40,0.13","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-961.18,171.39,102.05,-12.74,11.65,-16.22,40.95,-21.15,-45.90,0.69,-0.15,0.66,0.26","-154.30,895.51,-441.41,0.67,8.11,-6.65,7.05,-6.90,-20.25,0.21,0.23,0.81,0.49"
1747092151.495748,"-860.35,95.46,394.04,3.72,-11.89,-21.22,17.25,-45.75,24.60,0.77,0.29,0.45,-0.35","-713.13,210.45,711.43,-11.46,9.57,37.87,6.00,-31.95,37.95,0.91,-0.01,0.40,0.13","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-952.88,251.95,85.20,-14.76,12.20,-10.24,38.70,-21.45,-47.25,0.69,-0.18,0.66,0.26","-110.60,863.77,-426.76,4.63,3.66,-6.16,6.15,-9.45,-19.05,0.21,0.23,0.81,0.49"
1747092151.5461318,"-801.02,-67.63,491.70,19.51,-4.08,-8.17,15.15,-46.20,25.20,0.77,0.29,0.45,-0.35","-658.69,243.41,740.97,-17.01,8.96,11.04,6.15,-28.80,38.70,0.90,0.00,0.40,0.15","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-916.50,148.68,30.03,-21.10,11.34,11.46,41.55,-20.70,-48.60,0.68,-0.20,0.65,0.28","-115.72,876.47,-435.06,4.76,1.58,-4.57,7.80,-8.85,-21.00,0.21,0.22,0.82,0.49"
1747092151.5964744,"-811.77,-16.11,468.26,18.96,-5.92,1.71,16.80,-46.80,25.05,0.76,0.29,0.45,-0.36","-692.38,66.89,773.19,-11.77,9.51,5.85,4.20,-31.20,39.00,0.90,0.00,0.40,0.15","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-924.32,130.37,-6.35,-21.65,11.46,16.89,38.70,-21.45,-48.30,0.68,-0.20,0.65,0.28","-124.02,859.62,-458.25,6.83,-2.01,-2.74,6.30,-8.85,-19.20,0.21,0.22,0.82,0.49"
1747092151.6471908,"-842.53,184.08,482.18,-33.60,4.88,9.33,15.75,-44.55,25.35,0.77,0.29,0.45,-0.36","-747.80,132.08,775.15,22.99,-0.06,-21.34,4.50,-30.90,37.95,0.90,0.00,0.41,0.15","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-970.22,176.27,-10.99,11.65,2.56,30.18,40.05,-20.55,-50.25,0.66,-0.21,0.65,0.30","-136.96,876.22,-470.21,3.54,-2.74,1.46,8.40,-7.05,-20.55,0.21,0.22,0.82,0.48"
1747092151.6981788,"-927.98,101.81,475.34,2.68,3.05,12.01,16.50,-45.30,25.35,0.77,0.29,0.45,-0.36","-824.22,-0.24,749.51,-2.56,2.50,-8.78,4.20,-28.95,39.30,0.90,0.01,0.41,0.14","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-1001.71,208.98,40.53,-0.61,5.85,11.10,40.35,-19.05,-49.50,0.65,-0.20,0.66,0.32","-93.99,833.74,-421.63,2.93,-0.67,2.74,6.60,-7.50,-20.10,0.21,0.22,0.82,0.48"
1747092151.748714,"-889.65,191.65,511.96,4.57,10.49,7.62,16.65,-46.20,24.45,0.77,0.29,0.45,-0.35","-754.39,30.76,775.15,2.68,3.78,-24.09,4.05,-31.35,37.65,0.91,0.01,0.41,0.12","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-948.00,203.37,-64.94,-0.98,4.70,18.48,41.40,-19.05,-49.50,0.65,-0.21,0.66,0.33","-130.13,857.91,-447.02,3.23,-3.11,5.00,6.00,-7.65,-21.45,0.21,0.23,0.82,0.48"
1747092151.7989905,"-854.74,112.55,491.70,-4.08,14.63,7.74,16.65,-46.65,23.10,0.77,0.30,0.45,-0.35","-792.24,103.27,709.96,1.34,-3.66,-21.04,2.55,-31.35,38.10,0.91,0.00,0.41,0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-969.24,166.26,43.46,-5.92,2.56,11.46,40.20,-17.40,-49.65,0.65,-0.21,0.66,0.33","-107.42,848.63,-431.88,2.99,-5.92,4.94,5.25,-7.65,-20.25,0.21,0.23,0.82,0.48"
1747092151.8494306,"-846.19,82.03,440.92,14.45,17.62,16.77,16.05,-46.50,23.25,0.77,0.30,0.45,-0.34","-719.97,86.91,726.81,-8.96,-2.19,-38.90,3.45,-31.95,37.20,0.91,0.00,0.41,0.11","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-916.02,189.94,11.72,-0.98,-1.22,35.00,40.65,-17.25,-49.80,0.64,-0.21,0.66,0.34","-139.40,859.86,-443.85,3.17,-4.27,5.18,7.35,-8.25,-20.10,0.21,0.23,0.82,0.48"
1747092151.8999279,"-808.59,120.85,456.30,-0.67,21.83,26.95,17.70,-44.70,22.65,0.77,0.30,0.45,-0.34","-750.00,150.39,695.31,-18.78,-7.87,-46.40,3.60,-34.35,38.70,0.91,-0.01,0.41,0.09","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-834.47,225.34,56.88,-27.13,-2.62,57.20,42.60,-15.90,-50.10,0.62,-0.20,0.66,0.37","-121.09,848.63,-424.07,0.67,-5.37,6.46,5.55,-8.85,-20.70,0.21,0.23,0.82,0.48"
1747092151.9503403,"-890.38,76.90,429.69,-7.56,24.88,39.02,17.40,-45.45,20.55,0.76,0.31,0.46,-0.33","-688.72,-5.13,735.11,-13.60,-17.01,-76.40,1.50,-36.15,0.00,0.92,-0.03,0.40,0.06","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-793.21,222.41,44.43,-43.48,12.32,90.37,41.10,-12.45,-50.85,0.62,-0.20,0.66,0.37","-137.45,857.42,-454.35,-0.30,0.79,5.73,5.70,-9.00,-20.55,0.21,0.23,0.82,0.48"
1747092152.0010147,"-851.56,306.64,397.46,-7.32,25.18,67.87,19.20,-40.95,19.80,0.77,0.33,0.46,-0.30","-705.32,-11.47,753.17,-50.24,-17.50,-87.13,0.00,-37.05,37.20,0.92,-0.03,0.40,0.06","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-739.99,362.31,57.62,-67.44,28.05,106.83,43.80,-6.90,-51.90,0.59,-0.19,0.66,0.42","-102.30,848.63,-448.24,-2.99,-0.18,4.02,6.15,-6.00,-21.60,0.21,0.24,0.82,0.48"
1747092152.0522614,"-851.56,306.64,397.46,-7.32,25.18,67.87,19.20,-40.95,19.80,0.77,0.33,0.46,-0.30","-705.32,-11.47,753.17,-50.24,-17.50,-87.13,0.00,-37.05,37.20,0.92,-0.03,0.40,0.06","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-739.99,362.31,57.62,-67.44,28.05,106.83,43.80,-6.90,-51.90,0.59,-0.19,0.66,0.42","-102.30,848.63,-448.24,-2.99,-0.18,4.02,6.15,-6.00,-21.60,0.21,0.24,0.82,0.48"
1747092152.1024802,"-810.06,361.08,366.45,0.85,13.66,93.78,21.90,-35.40,14.85,0.77,0.34,0.46,-0.26","-627.69,-335.94,783.45,-48.66,-22.93,-105.12,-4.95,-43.65,36.90,0.92,-0.12,0.36,-0.02","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-673.83,567.63,57.86,-59.51,16.04,90.98,43.20,0.30,-53.70,0.50,-0.17,0.65,0.54","-83.25,861.33,-424.07,-3.35,2.19,4.02,7.35,-6.75,-19.35,0.20,0.24,0.82,0.48"
1747092152.1531947,"-668.46,377.44,335.69,7.99,24.70,107.01,22.05,-29.85,13.35,0.78,0.37,0.45,-0.21","-521.00,-384.52,751.22,-67.68,-17.74,-95.98,-9.75,-47.55,34.95,0.93,-0.16,0.34,-0.07","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-759.28,592.28,61.77,-44.57,22.99,51.10,44.10,5.25,-53.25,0.50,-0.17,0.65,0.54","-109.86,854.74,-469.48,-4.21,-2.26,2.13,6.15,-7.95,-19.35,0.20,0.24,0.82,0.48"
1747092152.2042453,"-739.01,526.37,250.98,17.07,20.00,109.69,22.50,-28.05,14.70,0.79,0.40,0.44,-0.16","-576.66,-485.84,781.74,-73.35,-12.87,-93.84,-11.55,-48.75,34.95,0.93,-0.16,0.34,-0.07","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-737.55,563.48,74.95,-45.98,13.84,39.45,43.80,7.35,-54.45,0.46,-0.17,0.65,0.58","-103.27,868.16,-410.89,-3.90,1.58,2.38,8.10,-7.05,-20.85,0.20,0.24,0.82,0.48"
1747092152.2544343,"-637.94,576.42,375.49,-11.65,14.57,120.73,23.25,-22.65,13.65,0.79,0.40,0.44,-0.16","-495.85,-559.33,769.77,-37.87,-23.05,-110.67,-14.25,-49.65,32.55,0.92,-0.22,0.32,-0.12","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-800.29,540.04,114.99,-26.10,4.02,39.02,43.20,9.45,-55.05,0.46,-0.17,0.65,0.58","-98.88,849.37,-478.76,-5.98,-2.68,1.65,5.70,-6.30,-22.35,0.20,0.24,0.82,0.48"
1747092152.3051548,"-562.99,694.82,282.96,18.41,2.32,126.40,23.70,-18.30,12.75,0.79,0.43,0.41,-0.10","-423.34,-687.99,762.45,-43.05,-19.02,-100.55,-20.10,-53.85,30.30,0.90,-0.26,0.29,-0.17","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-832.27,540.77,138.18,-25.00,6.58,23.66,44.10,14.40,-53.55,0.44,-0.16,0.64,0.61","-92.53,867.68,-468.26,-4.76,-2.38,-1.28,6.15,-6.30,-19.35,0.20,0.24,0.82,0.48"
1747092152.3558345,"-448.00,704.10,280.27,18.05,5.85,138.11,23.55,-9.75,11.85,0.79,0.47,0.38,-0.04","-352.54,-759.52,791.02,-29.02,-28.05,-95.31,-22.05,-54.00,29.40,0.90,-0.26,0.29,-0.17","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-870.85,597.66,107.18,-3.35,5.92,20.73,44.55,13.20,-54.45,0.43,-0.16,0.63,0.62","-91.80,857.42,-412.60,-5.85,-1.16,-1.52,6.75,-6.90,-19.50,0.20,0.24,0.81,0.49"
1747092152.4063914,"-425.54,899.17,323.24,14.82,-1.71,119.76,22.65,-3.90,12.75,0.79,0.51,0.34,0.02","-293.94,-752.44,749.02,-25.91,-20.49,-93.35,-26.10,-53.40,28.95,0.89,-0.30,0.27,-0.22","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-774.66,580.81,126.22,-5.49,8.17,14.33,42.60,15.60,-55.65,0.42,-0.16,0.63,0.63","-136.72,850.83,-445.80,-5.24,0.98,2.56,6.60,-7.95,-19.05,0.21,0.24,0.81,0.49"
1747092152.4570825,"-350.59,1024.66,301.02,11.40,-16.22,116.22,19.35,2.70,12.45,0.78,0.54,0.30,0.08","-217.77,-862.55,691.16,-47.74,-14.09,-86.28,-30.60,-54.45,28.05,0.88,-0.33,0.24,-0.26","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","-774.17,557.86,121.58,5.49,0.73,4.94,43.50,15.00,-55.05,0.41,-0.16,0.63,0.64","-77.39,890.62,-396.97,-2.93,0.37,4.02,6.90,-7.05,-19.35,0.20,0.24,0.81,0.49"
1747092152.5077841,"-165.28,876.22,329.83,7.07,-13.35,101.65,19.65,4.65,13.50,0.78,0.54,0.30,0.08","-128.17,-847.17,721.44,-34.27,-26.52,-83.66,-33.00,-54.00,24.60,0.85,-0.37,0.22,-0.29","-912.60,119.14,-489.50,13.29,3.84,12.50,27.00,36.90,-19.50,0.07,-0.74,0.01,0.67","-805.91,611.57,55.91,-17.74,1.71,1.58,43.80,16.50,-54.75,0.41,-0.16,0.63,0.64","-90.09,883.79,-403.81,-1.95,-0.79,3.05,6.30,-7.05,-20.55,0.20,0.24,0.81,0.49"
1747092152.5577972,"-142.33,948.98,294.68,5.79,-2.07,102.26,16.80,7.65,14.55,0.78,0.56,0.26,0.12","-139.40,-862.79,707.76,-31.71,-21.83,-79.76,-35.55,-52.95,25.20,0.85,-0.37,0.22,-0.29","-895.02,31.25,-462.40,24.94,1.65,10.61,27.30,37.20,-18.45,0.07,-0.74,0.01,0.67","-813.48,600.83,127.93,-14.39,8.72,1.58,43.05,16.35,-54.60,0.41,-0.16,0.63,0.64","-95.95,888.18,-385.25,-2.01,-4.27,3.23,5.40,-6.00,-18.30,0.20,0.24,0.81,0.49"
1747092152.6083508,"-99.12,1000.00,281.01,-4.27,-3.23,87.07,15.60,13.20,13.95,0.77,0.58,0.23,0.17","-28.56,-888.43,730.71,-15.43,-25.24,-79.27,-38.55,-53.10,22.95,0.83,-0.40,0.19,-0.33","-855.23,-59.08,-443.85,-19.39,26.71,13.41,26.55,35.70,-19.05,0.02,-0.87,0.16,0.47","-828.37,696.29,32.96,-13.96,-17.87,11.83,42.75,16.05,-54.45,0.40,-0.16,0.63,0.65","-67.38,870.12,-434.81,-2.93,3.60,2.44,6.30,-6.90,-20.70,0.20,0.24,0.81,0.50"
1747092152.6589475,"65.19,906.01,309.33,-15.24,-1.71,93.23,11.25,14.40,12.60,0.77,0.58,0.23,0.17","29.05,-899.66,667.48,-2.50,-19.57,-66.52,-41.85,-51.30,23.25,0.82,-0.42,0.16,-0.36","-886.23,238.77,-611.08,-18.84,25.98,-0.92,25.05,37.20,-18.00,0.02,-0.87,0.17,0.46","-740.72,633.79,150.63,-16.46,-21.34,19.94,44.10,17.40,-51.75,0.40,-0.16,0.63,0.65","-53.47,902.10,-388.18,-2.50,-8.78,2.68,6.30,-5.70,-18.75,0.20,0.24,0.81,0.50"
1747092152.7092373,"45.90,1010.01,359.13,-0.30,-6.58,79.21,9.00,18.60,16.20,0.76,0.58,0.19,0.21","110.60,-888.67,706.05,5.49,-32.26,-76.89,-44.40,-49.65,23.10,0.82,-0.42,0.16,-0.36","-877.20,238.53,-668.70,7.56,10.49,-9.33,24.90,36.60,-18.15,0.01,-0.88,0.17,0.45","-695.31,769.29,211.67,-0.18,-19.57,15.30,42.45,19.50,-51.60,0.40,-0.16,0.62,0.66","-103.52,878.17,-420.90,-0.24,0.43,1.34,6.60,-6.30,-18.30,0.20,0.24,0.81,0.50"
1747092152.7593434,"140.38,995.61,340.82,-9.21,6.22,77.44,8.25,19.35,12.60,0.75,0.59,0.16,0.24","142.82,-853.52,691.41,-22.20,-11.10,-58.17,-45.75,-47.55,22.20,0.80,-0.43,0.13,-0.39","-883.30,205.32,-671.14,1.16,5.49,-35.91,25.05,37.95,-20.55,0.02,-0.88,0.16,0.45","-789.31,780.76,192.63,-22.68,-15.91,2.07,44.25,18.00,-49.50,0.40,-0.14,0.61,0.67","-75.68,883.30,-419.68,-0.43,-2.87,1.34,7.65,-5.25,-18.60,0.20,0.24,0.81,0.50"
1747092152.8102107,"165.04,1011.23,357.42,-14.02,14.51,74.02,3.45,21.00,16.05,0.75,0.59,0.16,0.24","197.02,-934.33,704.35,-15.98,-10.91,-55.06,-48.00,-47.70,20.70,0.78,-0.45,0.11,-0.41","-921.63,149.41,-669.43,10.06,3.90,-53.29,26.40,35.85,-18.15,0.02,-0.88,0.16,0.45","-759.52,806.88,251.71,-1.65,-17.26,-6.16,43.20,19.05,-49.20,0.41,-0.14,0.60,0.67","-99.36,887.94,-412.35,0.79,0.30,-2.99,7.05,-5.40,-19.20,0.20,0.24,0.81,0.50"
1747092152.8605328,"176.76,1041.99,336.43,-19.70,5.43,61.83,2.85,23.10,14.40,0.74,0.59,0.14,0.28","237.06,-948.49,736.82,-13.41,-3.54,-38.90,-49.80,-45.90,21.30,0.78,-0.45,0.11,-0.41","-938.48,34.42,-707.76,13.29,-2.01,-48.72,26.70,34.35,-21.45,0.04,-0.89,0.13,0.44","-807.86,862.55,232.42,-8.05,-5.24,-14.82,43.35,18.15,-48.60,0.41,-0.14,0.60,0.67","-96.68,881.84,-407.23,1.10,-0.55,-2.13,4.80,-5.70,-19.50,0.20,0.24,0.81,0.50"
1747092152.9111679,"212.16,1035.64,319.09,-8.60,3.23,52.99,1.95,23.70,16.05,0.74,0.59,0.14,0.28","259.03,-979.49,734.38,-20.12,0.49,-29.82,-49.65,-46.50,19.80,0.77,-0.46,0.10,-0.43","-985.35,-30.27,-718.02,11.71,-8.29,-43.23,27.15,34.35,-20.70,0.04,-0.89,0.13,0.44","-819.82,867.92,255.37,-7.01,-5.49,-14.63,42.60,17.40,-49.05,0.41,-0.14,0.59,0.67","-89.36,889.89,-402.34,2.99,0.24,-2.44,4.20,-5.25,-19.80,0.20,0.24,0.81,0.50"
1747092152.9617536,"203.61,1060.30,345.95,5.79,-4.94,24.82,-0.45,24.00,16.35,0.74,0.59,0.11,0.32","223.63,-972.41,673.10,-11.28,-1.52,-1.77,-50.70,-46.05,20.10,0.76,-0.47,0.10,-0.44","-1006.10,-66.16,-676.51,8.54,-17.38,-19.63,30.60,33.00,-19.50,0.06,-0.89,0.11,0.44","-802.00,786.13,210.45,1.65,2.99,-4.51,42.75,17.55,-48.45,0.42,-0.15,0.59,0.67","-90.09,884.77,-404.79,0.79,0.61,-2.62,6.00,-7.35,-18.00,0.20,0.24,0.81,0.49"
