timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow
1747092058.9452264,"54.0,0.0,0.0","58.0,0.0,0.0","14.0,0.0,0.0","10.0,0.0,0.0"
1747092058.9962204,"49.0,0.0,0.0","53.0,0.0,0.0","16.0,0.0,0.0","13.0,0.0,0.0"
1747092059.0477686,"40.0,0.0,0.0","48.0,0.0,0.0","20.0,0.0,0.0","11.0,0.0,0.0"
1747092059.0987678,"31.0,0.0,0.0","41.0,0.0,0.0","24.0,0.0,0.0","11.0,0.0,0.0"
1747092059.1492956,"21.0,0.0,0.0","30.0,0.0,0.0","29.0,0.0,0.0","16.0,0.0,0.0"
1747092059.1993005,"15.0,0.0,0.0","23.0,0.0,0.0","27.0,0.0,0.0","20.0,0.0,0.0"
1747092059.249825,"10.0,0.0,0.0","21.0,0.0,0.0","23.0,0.0,0.0","16.0,0.0,0.0"
1747092059.2998302,"-4.0,0.0,0.0","6.0,0.0,0.0","25.0,0.0,0.0","23.0,0.0,0.0"
1747092059.3498762,"-10.0,0.0,0.0","2.0,0.0,0.0","27.0,0.0,0.0","20.0,0.0,0.0"
1747092059.4003985,"-16.0,0.0,0.0","-3.0,0.0,0.0","20.0,0.0,0.0","15.0,0.0,0.0"
1747092059.4509232,"-18.0,0.0,0.0","-6.0,0.0,0.0","18.0,0.0,0.0","16.0,0.0,0.0"
1747092059.500932,"-20.0,0.0,0.0","-8.0,0.0,0.0","17.0,0.0,0.0","17.0,0.0,0.0"
1747092059.5514524,"-23.0,0.0,0.0","-9.0,0.0,0.0","13.0,0.0,0.0","17.0,0.0,0.0"
1747092059.601464,"-24.0,0.0,0.0","-10.0,0.0,0.0","13.0,0.0,0.0","19.0,0.0,0.0"
1747092059.6519864,"-24.0,0.0,0.0","-11.0,0.0,0.0","13.0,0.0,0.0","21.0,0.0,0.0"
1747092059.7020023,"-23.0,0.0,0.0","-9.0,0.0,0.0","13.0,0.0,0.0","20.0,0.0,0.0"
1747092059.7525282,"-23.0,0.0,0.0","-8.0,0.0,0.0","16.0,0.0,0.0","20.0,0.0,0.0"
1747092059.8027372,"-22.0,0.0,0.0","-7.0,0.0,0.0","18.0,0.0,0.0","20.0,0.0,0.0"
1747092059.853257,"-21.0,0.0,0.0","-7.0,0.0,0.0","18.0,0.0,0.0","21.0,0.0,0.0"
1747092059.9032662,"-21.0,0.0,0.0","-7.0,0.0,0.0","18.0,0.0,0.0","23.0,0.0,0.0"
1747092059.9532924,"-19.0,0.0,0.0","-2.0,0.0,0.0","17.0,0.0,0.0","20.0,0.0,0.0"
1747092060.003301,"-18.0,0.0,0.0","0.0,0.0,0.0","17.0,0.0,0.0","19.0,0.0,0.0"
1747092060.0538192,"-18.0,0.0,0.0","0.0,0.0,0.0","17.0,0.0,0.0","19.0,0.0,0.0"
1747092060.1038284,"-17.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0","20.0,0.0,0.0"
1747092060.1543498,"-16.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0","19.0,0.0,0.0"
1747092060.2043567,"-16.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0","19.0,0.0,0.0"
1747092060.2543898,"-15.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0","19.0,0.0,0.0"
1747092060.304925,"-15.0,0.0,0.0","0.0,0.0,0.0","14.0,0.0,0.0","19.0,0.0,0.0"
1747092060.3554492,"-14.0,0.0,0.0","0.0,0.0,0.0","14.0,0.0,0.0","18.0,0.0,0.0"
1747092060.4054523,"-14.0,0.0,0.0","-1.0,0.0,0.0","14.0,0.0,0.0","19.0,0.0,0.0"
1747092060.4571874,"-14.0,0.0,0.0","-2.0,0.0,0.0","14.0,0.0,0.0","19.0,0.0,0.0"
1747092060.5071971,"-15.0,0.0,0.0","-4.0,0.0,0.0","14.0,0.0,0.0","22.0,0.0,0.0"
1747092060.5577247,"-16.0,0.0,0.0","-5.0,0.0,0.0","16.0,0.0,0.0","21.0,0.0,0.0"
1747092060.6097298,"-17.0,0.0,0.0","-6.0,0.0,0.0","16.0,0.0,0.0","20.0,0.0,0.0"
1747092060.6602476,"-19.0,0.0,0.0","-10.0,0.0,0.0","11.0,0.0,0.0","17.0,0.0,0.0"
1747092060.7112622,"-21.0,0.0,0.0","-12.0,0.0,0.0","10.0,0.0,0.0","15.0,0.0,0.0"
1747092060.7617798,"-25.0,0.0,0.0","-17.0,0.0,0.0","3.0,0.0,0.0","15.0,0.0,0.0"
1747092060.8123088,"-28.0,0.0,0.0","-21.0,0.0,0.0","2.0,0.0,0.0","15.0,0.0,0.0"
1747092060.8623612,"-31.0,0.0,0.0","-27.0,0.0,0.0","2.0,0.0,0.0","17.0,0.0,0.0"
1747092060.9133658,"-38.0,0.0,0.0","-36.0,0.0,0.0","6.0,0.0,0.0","19.0,0.0,0.0"
1747092060.9638865,"-43.0,0.0,0.0","-41.0,0.0,0.0","8.0,0.0,0.0","22.0,0.0,0.0"
1747092061.0138958,"-46.0,0.0,0.0","-45.0,0.0,0.0","8.0,0.0,0.0","21.0,0.0,0.0"
1747092061.0639558,"-56.0,0.0,0.0","-55.0,0.0,0.0","7.0,0.0,0.0","14.0,0.0,0.0"
1747092061.1139615,"-60.0,0.0,0.0","-58.0,0.0,0.0","10.0,0.0,0.0","11.0,0.0,0.0"
1747092061.1644974,"-65.0,0.0,0.0","-63.0,0.0,0.0","6.0,0.0,0.0","9.0,0.0,0.0"
1747092061.214512,"-67.0,0.0,0.0","-66.0,0.0,0.0","4.0,0.0,0.0","9.0,0.0,0.0"
1747092061.2650352,"-69.0,0.0,0.0","-68.0,0.0,0.0","3.0,0.0,0.0","8.0,0.0,0.0"
1747092061.3160691,"-73.0,0.0,0.0","-73.0,0.0,0.0","2.0,0.0,0.0","5.0,0.0,0.0"
1747092061.3660793,"-77.0,0.0,0.0","-76.0,0.0,0.0","1.0,0.0,0.0","2.0,0.0,0.0"
1747092061.416594,"-79.0,0.0,0.0","-78.0,0.0,0.0","1.0,0.0,0.0","1.0,0.0,0.0"
1747092061.4674208,"-82.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-1.0,0.0,0.0"
1747092061.5179698,"-84.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-3.0,0.0,0.0"
1747092061.568959,"-86.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-5.0,0.0,0.0"
1747092061.623499,"-86.0,0.0,0.0","-81.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.6735022,"-87.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.724033,"-87.0,0.0,0.0","-83.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.7740333,"-87.0,0.0,0.0","-84.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.82408,"-88.0,0.0,0.0","-84.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.8750825,"-88.0,0.0,0.0","-84.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.9256191,"-88.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092061.97762,"-88.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.0281346,"-88.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.0791323,"-88.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.13167,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.1816719,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.23174,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.2817419,"-88.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.3317873,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.3817887,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.432307,"-87.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.4823081,"-87.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092062.5338433,"-87.0,0.0,0.0","-83.0,0.0,0.0","-1.0,0.0,0.0","-5.0,0.0,0.0"
1747092062.58385,"-87.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","-5.0,0.0,0.0"
1747092062.6343718,"-87.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","-5.0,0.0,0.0"
1747092062.6843727,"-87.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-6.0,0.0,0.0"
1747092062.7409124,"-87.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","-6.0,0.0,0.0"
1747092062.7909155,"-87.0,0.0,0.0","-79.0,0.0,0.0","2.0,0.0,0.0","-5.0,0.0,0.0"
1747092062.8409567,"-83.0,0.0,0.0","-78.0,0.0,0.0","0.0,0.0,0.0","-2.0,0.0,0.0"
1747092062.8919551,"-82.0,0.0,0.0","-78.0,0.0,0.0","1.0,0.0,0.0","-1.0,0.0,0.0"
1747092062.9424856,"-77.0,0.0,0.0","-75.0,0.0,0.0","3.0,0.0,0.0","5.0,0.0,0.0"
1747092062.9934826,"-73.0,0.0,0.0","-73.0,0.0,0.0","1.0,0.0,0.0","8.0,0.0,0.0"
1747092063.043844,"-71.0,0.0,0.0","-70.0,0.0,0.0","2.0,0.0,0.0","13.0,0.0,0.0"
1747092063.0948408,"-66.0,0.0,0.0","-64.0,0.0,0.0","5.0,0.0,0.0","13.0,0.0,0.0"
1747092063.145376,"-60.0,0.0,0.0","-57.0,0.0,0.0","8.0,0.0,0.0","18.0,0.0,0.0"
1747092063.1953773,"-54.0,0.0,0.0","-52.0,0.0,0.0","6.0,0.0,0.0","21.0,0.0,0.0"
1747092063.2459042,"-47.0,0.0,0.0","-43.0,0.0,0.0","7.0,0.0,0.0","25.0,0.0,0.0"
1747092063.2959232,"-41.0,0.0,0.0","-35.0,0.0,0.0","7.0,0.0,0.0","21.0,0.0,0.0"
1747092063.3459492,"-30.0,0.0,0.0","-17.0,0.0,0.0","4.0,0.0,0.0","18.0,0.0,0.0"
1747092063.395953,"-26.0,0.0,0.0","-12.0,0.0,0.0","10.0,0.0,0.0","18.0,0.0,0.0"
1747092063.4464738,"-23.0,0.0,0.0","-6.0,0.0,0.0","17.0,0.0,0.0","21.0,0.0,0.0"
1747092063.496474,"-14.0,0.0,0.0","9.0,0.0,0.0","15.0,0.0,0.0","13.0,0.0,0.0"
1747092063.5470161,"-6.0,0.0,0.0","16.0,0.0,0.0","16.0,0.0,0.0","10.0,0.0,0.0"
1747092063.5975385,"-3.0,0.0,0.0","20.0,0.0,0.0","16.0,0.0,0.0","8.0,0.0,0.0"
1747092063.6480594,"-1.0,0.0,0.0","21.0,0.0,0.0","17.0,0.0,0.0","10.0,0.0,0.0"
1747092063.6990628,"4.0,0.0,0.0","22.0,0.0,0.0","14.0,0.0,0.0","11.0,0.0,0.0"
1747092063.749584,"8.0,0.0,0.0","21.0,0.0,0.0","10.0,0.0,0.0","12.0,0.0,0.0"
1747092063.7995896,"10.0,0.0,0.0","22.0,0.0,0.0","8.0,0.0,0.0","9.0,0.0,0.0"
1747092063.8496354,"10.0,0.0,0.0","21.0,0.0,0.0","8.0,0.0,0.0","8.0,0.0,0.0"
1747092063.900634,"10.0,0.0,0.0","21.0,0.0,0.0","8.0,0.0,0.0","7.0,0.0,0.0"
1747092063.9506931,"10.0,0.0,0.0","19.0,0.0,0.0","8.0,0.0,0.0","8.0,0.0,0.0"
1747092064.0016866,"9.0,0.0,0.0","19.0,0.0,0.0","7.0,0.0,0.0","8.0,0.0,0.0"
1747092064.0522077,"8.0,0.0,0.0","18.0,0.0,0.0","8.0,0.0,0.0","8.0,0.0,0.0"
1747092064.1022093,"8.0,0.0,0.0","18.0,0.0,0.0","8.0,0.0,0.0","8.0,0.0,0.0"
1747092064.1527498,"7.0,0.0,0.0","18.0,0.0,0.0","8.0,0.0,0.0","6.0,0.0,0.0"
1747092064.2028859,"7.0,0.0,0.0","18.0,0.0,0.0","8.0,0.0,0.0","6.0,0.0,0.0"
1747092064.2530873,"7.0,0.0,0.0","18.0,0.0,0.0","8.0,0.0,0.0","5.0,0.0,0.0"
1747092064.3030999,"6.0,0.0,0.0","18.0,0.0,0.0","9.0,0.0,0.0","5.0,0.0,0.0"
1747092064.3531382,"5.0,0.0,0.0","18.0,0.0,0.0","10.0,0.0,0.0","5.0,0.0,0.0"
1747092064.403668,"4.0,0.0,0.0","18.0,0.0,0.0","11.0,0.0,0.0","5.0,0.0,0.0"
1747092064.4541934,"4.0,0.0,0.0","17.0,0.0,0.0","11.0,0.0,0.0","6.0,0.0,0.0"
1747092064.5041962,"5.0,0.0,0.0","18.0,0.0,0.0","10.0,0.0,0.0","7.0,0.0,0.0"
1747092064.5547266,"7.0,0.0,0.0","19.0,0.0,0.0","9.0,0.0,0.0","7.0,0.0,0.0"
1747092064.6047342,"11.0,0.0,0.0","22.0,0.0,0.0","8.0,0.0,0.0","11.0,0.0,0.0"
1747092064.6552522,"14.0,0.0,0.0","25.0,0.0,0.0","10.0,0.0,0.0","10.0,0.0,0.0"
1747092064.705261,"19.0,0.0,0.0","33.0,0.0,0.0","17.0,0.0,0.0","6.0,0.0,0.0"
1747092064.756472,"20.0,0.0,0.0","38.0,0.0,0.0","19.0,0.0,0.0","5.0,0.0,0.0"
1747092064.8080304,"23.0,0.0,0.0","41.0,0.0,0.0","21.0,0.0,0.0","5.0,0.0,0.0"
1747092064.8585577,"31.0,0.0,0.0","46.0,0.0,0.0","18.0,0.0,0.0","4.0,0.0,0.0"
1747092064.9095652,"33.0,0.0,0.0","47.0,0.0,0.0","17.0,0.0,0.0","5.0,0.0,0.0"
1747092064.9600074,"39.0,0.0,0.0","51.0,0.0,0.0","16.0,0.0,0.0","6.0,0.0,0.0"
1747092065.0100112,"46.0,0.0,0.0","57.0,0.0,0.0","13.0,0.0,0.0","6.0,0.0,0.0"
1747092065.060198,"48.0,0.0,0.0","61.0,0.0,0.0","14.0,0.0,0.0","4.0,0.0,0.0"
1747092065.1102054,"51.0,0.0,0.0","62.0,0.0,0.0","13.0,0.0,0.0","5.0,0.0,0.0"
1747092065.1604617,"53.0,0.0,0.0","65.0,0.0,0.0","14.0,0.0,0.0","7.0,0.0,0.0"
1747092065.2104733,"56.0,0.0,0.0","68.0,0.0,0.0","14.0,0.0,0.0","6.0,0.0,0.0"
1747092065.2609982,"61.0,0.0,0.0","75.0,0.0,0.0","11.0,0.0,0.0","0.0,0.0,0.0"
1747092065.3115258,"63.0,0.0,0.0","77.0,0.0,0.0","10.0,0.0,0.0","-1.0,0.0,0.0"
1747092065.3620393,"68.0,0.0,0.0","79.0,0.0,0.0","6.0,0.0,0.0","-1.0,0.0,0.0"
1747092065.4120436,"71.0,0.0,0.0","83.0,0.0,0.0","5.0,0.0,0.0","-1.0,0.0,0.0"
1747092065.4635608,"73.0,0.0,0.0","84.0,0.0,0.0","3.0,0.0,0.0","-1.0,0.0,0.0"
1747092065.5135703,"75.0,0.0,0.0","83.0,0.0,0.0","4.0,0.0,0.0","3.0,0.0,0.0"
1747092065.5636156,"75.0,0.0,0.0","84.0,0.0,0.0","6.0,0.0,0.0","2.0,0.0,0.0"
1747092065.613624,"75.0,0.0,0.0","85.0,0.0,0.0","8.0,0.0,0.0","3.0,0.0,0.0"
1747092065.6641378,"77.0,0.0,0.0","85.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092065.7141516,"77.0,0.0,0.0","86.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092065.7646692,"78.0,0.0,0.0","87.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092065.814795,"79.0,0.0,0.0","87.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092065.8652012,"79.0,0.0,0.0","87.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092065.9152112,"80.0,0.0,0.0","87.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092065.965732,"80.0,0.0,0.0","88.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092066.0157406,"80.0,0.0,0.0","88.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092066.0658495,"80.0,0.0,0.0","88.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092066.1243944,"80.0,0.0,0.0","88.0,0.0,0.0","9.0,0.0,0.0","3.0,0.0,0.0"
1747092066.1753862,"80.0,0.0,0.0","88.0,0.0,0.0","9.0,0.0,0.0","3.0,0.0,0.0"
1747092066.225915,"80.0,0.0,0.0","88.0,0.0,0.0","9.0,0.0,0.0","3.0,0.0,0.0"
1747092066.2769163,"80.0,0.0,0.0","88.0,0.0,0.0","8.0,0.0,0.0","3.0,0.0,0.0"
1747092066.3279188,"80.0,0.0,0.0","88.0,0.0,0.0","8.0,0.0,0.0","3.0,0.0,0.0"
1747092066.3789172,"80.0,0.0,0.0","88.0,0.0,0.0","7.0,0.0,0.0","2.0,0.0,0.0"
1747092066.429606,"80.0,0.0,0.0","87.0,0.0,0.0","7.0,0.0,0.0","2.0,0.0,0.0"
1747092066.4796076,"79.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092066.5301244,"78.0,0.0,0.0","86.0,0.0,0.0","7.0,0.0,0.0","2.0,0.0,0.0"
1747092066.5811248,"77.0,0.0,0.0","85.0,0.0,0.0","7.0,0.0,0.0","1.0,0.0,0.0"
1747092066.6316462,"77.0,0.0,0.0","84.0,0.0,0.0","6.0,0.0,0.0","1.0,0.0,0.0"
1747092066.6818242,"75.0,0.0,0.0","83.0,0.0,0.0","6.0,0.0,0.0","2.0,0.0,0.0"
1747092066.732355,"74.0,0.0,0.0","83.0,0.0,0.0","5.0,0.0,0.0","1.0,0.0,0.0"
1747092066.783359,"73.0,0.0,0.0","83.0,0.0,0.0","6.0,0.0,0.0","0.0,0.0,0.0"
1747092066.8344085,"69.0,0.0,0.0","80.0,0.0,0.0","8.0,0.0,0.0","0.0,0.0,0.0"
1747092066.8884048,"68.0,0.0,0.0","79.0,0.0,0.0","9.0,0.0,0.0","-1.0,0.0,0.0"
1747092066.938455,"65.0,0.0,0.0","76.0,0.0,0.0","9.0,0.0,0.0","-1.0,0.0,0.0"
1747092066.988455,"59.0,0.0,0.0","73.0,0.0,0.0","10.0,0.0,0.0","0.0,0.0,0.0"
1747092067.0385494,"57.0,0.0,0.0","69.0,0.0,0.0","11.0,0.0,0.0","2.0,0.0,0.0"
1747092067.0885508,"53.0,0.0,0.0","67.0,0.0,0.0","13.0,0.0,0.0","3.0,0.0,0.0"
1747092067.1390748,"47.0,0.0,0.0","59.0,0.0,0.0","14.0,0.0,0.0","7.0,0.0,0.0"
1747092067.1900718,"39.0,0.0,0.0","53.0,0.0,0.0","16.0,0.0,0.0","7.0,0.0,0.0"
1747092067.2401323,"35.0,0.0,0.0","49.0,0.0,0.0","16.0,0.0,0.0","9.0,0.0,0.0"
1747092067.291137,"29.0,0.0,0.0","45.0,0.0,0.0","22.0,0.0,0.0","9.0,0.0,0.0"
1747092067.3421836,"20.0,0.0,0.0","38.0,0.0,0.0","22.0,0.0,0.0","8.0,0.0,0.0"
1747092067.39271,"9.0,0.0,0.0","25.0,0.0,0.0","10.0,0.0,0.0","10.0,0.0,0.0"
1747092067.4428623,"0.0,0.0,0.0","19.0,0.0,0.0","16.0,0.0,0.0","11.0,0.0,0.0"
1747092067.4938588,"-13.0,0.0,0.0","5.0,0.0,0.0","16.0,0.0,0.0","14.0,0.0,0.0"
1747092067.5441008,"-21.0,0.0,0.0","0.0,0.0,0.0","17.0,0.0,0.0","9.0,0.0,0.0"
1747092067.5951004,"-22.0,0.0,0.0","-3.0,0.0,0.0","12.0,0.0,0.0","10.0,0.0,0.0"
1747092067.6461494,"-23.0,0.0,0.0","-5.0,0.0,0.0","11.0,0.0,0.0","12.0,0.0,0.0"
1747092067.697148,"-23.0,0.0,0.0","-5.0,0.0,0.0","13.0,0.0,0.0","12.0,0.0,0.0"
1747092067.7474446,"-23.0,0.0,0.0","-7.0,0.0,0.0","14.0,0.0,0.0","16.0,0.0,0.0"
1747092067.804453,"-19.0,0.0,0.0","-6.0,0.0,0.0","11.0,0.0,0.0","18.0,0.0,0.0"
1747092067.854492,"-18.0,0.0,0.0","-4.0,0.0,0.0","12.0,0.0,0.0","17.0,0.0,0.0"
1747092067.905495,"-17.0,0.0,0.0","-3.0,0.0,0.0","13.0,0.0,0.0","17.0,0.0,0.0"
1747092067.956014,"-17.0,0.0,0.0","-1.0,0.0,0.0","14.0,0.0,0.0","16.0,0.0,0.0"
1747092068.0070195,"-17.0,0.0,0.0","-1.0,0.0,0.0","15.0,0.0,0.0","15.0,0.0,0.0"
1747092068.0579882,"-17.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0","15.0,0.0,0.0"
1747092068.1079986,"-16.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0","13.0,0.0,0.0"
1747092068.1585443,"-15.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0","12.0,0.0,0.0"
1747092068.208561,"-15.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0","13.0,0.0,0.0"
1747092068.2590692,"-15.0,0.0,0.0","0.0,0.0,0.0","14.0,0.0,0.0","13.0,0.0,0.0"
1747092068.3091304,"-13.0,0.0,0.0","0.0,0.0,0.0","13.0,0.0,0.0","13.0,0.0,0.0"
1747092068.3596458,"-13.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","12.0,0.0,0.0"
1747092068.4096568,"-13.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","12.0,0.0,0.0"
1747092068.460176,"-13.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0","13.0,0.0,0.0"
1747092068.5101867,"-13.0,0.0,0.0","-3.0,0.0,0.0","12.0,0.0,0.0","15.0,0.0,0.0"
1747092068.5607035,"-14.0,0.0,0.0","-5.0,0.0,0.0","11.0,0.0,0.0","12.0,0.0,0.0"
1747092068.6107118,"-15.0,0.0,0.0","-7.0,0.0,0.0","9.0,0.0,0.0","12.0,0.0,0.0"
1747092068.6609886,"-21.0,0.0,0.0","-13.0,0.0,0.0","12.0,0.0,0.0","12.0,0.0,0.0"
1747092068.711513,"-25.0,0.0,0.0","-16.0,0.0,0.0","11.0,0.0,0.0","14.0,0.0,0.0"
1747092068.76203,"-27.0,0.0,0.0","-18.0,0.0,0.0","8.0,0.0,0.0","11.0,0.0,0.0"
1747092068.8135598,"-33.0,0.0,0.0","-26.0,0.0,0.0","4.0,0.0,0.0","10.0,0.0,0.0"
1747092068.864084,"-37.0,0.0,0.0","-30.0,0.0,0.0","4.0,0.0,0.0","10.0,0.0,0.0"
1747092068.9140906,"-43.0,0.0,0.0","-38.0,0.0,0.0","4.0,0.0,0.0","15.0,0.0,0.0"
1747092068.9643345,"-47.0,0.0,0.0","-44.0,0.0,0.0","6.0,0.0,0.0","17.0,0.0,0.0"
1747092069.014342,"-51.0,0.0,0.0","-47.0,0.0,0.0","5.0,0.0,0.0","14.0,0.0,0.0"
1747092069.064415,"-62.0,0.0,0.0","-59.0,0.0,0.0","7.0,0.0,0.0","11.0,0.0,0.0"
1747092069.1144264,"-66.0,0.0,0.0","-62.0,0.0,0.0","6.0,0.0,0.0","9.0,0.0,0.0"
1747092069.1649454,"-68.0,0.0,0.0","-66.0,0.0,0.0","5.0,0.0,0.0","11.0,0.0,0.0"
1747092069.2149532,"-75.0,0.0,0.0","-73.0,0.0,0.0","3.0,0.0,0.0","5.0,0.0,0.0"
1747092069.2654705,"-77.0,0.0,0.0","-75.0,0.0,0.0","3.0,0.0,0.0","3.0,0.0,0.0"
1747092069.3160002,"-79.0,0.0,0.0","-77.0,0.0,0.0","3.0,0.0,0.0","1.0,0.0,0.0"
1747092069.3665192,"-82.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-1.0,0.0,0.0"
1747092069.416525,"-84.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-3.0,0.0,0.0"
1747092069.4670455,"-85.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.5180528,"-87.0,0.0,0.0","-81.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.5685754,"-87.0,0.0,0.0","-82.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.6191056,"-87.0,0.0,0.0","-83.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.6696174,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.7196314,"-87.0,0.0,0.0","-83.0,0.0,0.0","-4.0,0.0,0.0","-5.0,0.0,0.0"
1747092069.7701457,"-87.0,0.0,0.0","-83.0,0.0,0.0","-4.0,0.0,0.0","-5.0,0.0,0.0"
1747092069.8203328,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.8718545,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.921876,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092069.9719605,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.0219681,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.0721312,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.1221359,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.1726532,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.2231762,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.2731855,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.323317,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.3738341,"-87.0,0.0,0.0","-83.0,0.0,0.0","-3.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.424369,"-87.0,0.0,0.0","-82.0,0.0,0.0","-2.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.4753654,"-87.0,0.0,0.0","-81.0,0.0,0.0","-1.0,0.0,0.0","-5.0,0.0,0.0"
1747092070.5255337,"-87.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-4.0,0.0,0.0"
1747092070.5755348,"-86.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-3.0,0.0,0.0"
